otl_tip, DRrate
Vantanea_barbourii,0.0667943426704326
Vantanea_ovicarpa,0.0664003983212061
Vantanea_deniseae,0.0664003983212061
Vantanea_micrantha,0.0657341348766934
Vantanea_peruviana,0.0667049080531548
Vantanea_tuberculata,0.0671165587571927
Vantanea_magdalenensis,0.0671165587571927
Vantanea_depleta,0.0674946965298824
Vantanea_bahiaensis,0.0674946965298824
Vantanea_compacta_subsp._microcarpa,0.0672676859274852
Vantanea_parviflora,0.0672676859274852
Vantanea_guianensis,0.0664831703648414
Vantanea_occidentalis,0.0656801670147275
Vantanea_spichigeri,0.0656801670147275
Vantanea_contract,0.0629775668934807
Vantanea_macrocarpa,0.0549687190803021
Vantanea_celativenia,0.0472214325152091
Schistostemon_fernandezii,0.0528452504700803
Schistostemon_retusum,0.0528452504700803
Schistostemon_oblongifolium,0.0457932910619336
Schistostemon_densiflorum,0.0456886793124341
Schistostemon_reticulatum,0.0595455583038707
Schistostemon_sylvaticum,0.0595455583038707
Schistostemon_auyantepuiensis,0.0568872392656138
Schistostemon_macrophyllum,0.0567258903009086
Schistostemon_dichotomum,0.0567258903009086
Endopleura_uchi,0.0141977539487344
Rafflesia_sharifah-hapsahiae,0.0354983377592252
Rafflesia_sp._Clemens_32422,0.0354983377592252
Rafflesia_cantleyi,0.0352151608071285
Rafflesia_patma,0.0347827121447485
Rafflesia_gadutensis,0.0347223253124315
Rafflesia_rochussenii,0.0347223253124315
Rafflesia_lobata,0.0328210622242854
Rafflesia_pricei,0.0346771726098712
Rafflesia_schadenbergiana,0.0350377932132931
Rafflesia_aurantia,0.0350377932132931
Rafflesia_kerrii,0.034617151363217
Rafflesia_micropylora,0.034617151363217
Rafflesia_leonardi,0.0339201255148905
Rafflesia_keithii,0.0345275080652503
Rafflesia_zollingeriana,0.0345275080652503
Rafflesia_lagascae,0.0339633270267274
Rafflesia_manillana,0.0352655683564784
Rafflesia_mixta,0.0353981820827481
Rafflesia_sp._Tanjung_Datu_National_Park,0.0353981820827481
Rafflesia_arnoldii,0.0350032996340143
Rafflesia_su-meiae,0.034942145115248
Rafflesia_speciosa,0.034942145115248
Rafflesia_tengku-adlinii,0.0339057494239388
Rafflesia_meijeri,0.0348964192747617
Rafflesia_lawangensis,0.0348964192747617
Rafflesia_verrucosa,0.0345200587427087
Rafflesia_baletei,0.0338770337684843
Rafflesia_hasseltii,0.0345051697366308
Rafflesia_philippensis,0.0345051697366308
Rafflesia_bengkuluensis,0.0326869596322837
Rafflesia_tuan-mudae,0.0306113009970387
Rafflesia_sp._Raff0005,0.0306113009970387
Rafflesia_sp._Jaucian-Adan_&_Valenzuela_101,0.0326469422841128
Rafflesia_mira,0.0326469422841128
Rafflesia_azlanii,0.0305645200109444
Sapria_griffithii,0.0272171484528366
Sapria_poilanei,0.0272171484528366
Sapria_himalayana,0.0271801601301749
Sapria_ram,0.0271801601301749
Rhizanthes_lowii,0.0257875350221502
Rhizanthes_zippelii,0.0257875350221502
Rhizanthes_deceptor,0.025754327990399
Rhizanthes_infanticida,0.025754327990399
Pogonophora_schomburgkiana,0.0127938062227107
Clutia_stuhlmannii,0.0527828866274628
Clutia_abyssinica,0.0527828866274628
Clutia_conferta,0.038721639136087
Clutia_brevifolia,0.0643371254929846
Clutia_eckloniana,0.080805520127107
Clutia_whytei,0.0837301091145357
Clutia_polygonoides,0.0837301091145357
Clutia_marginata,0.0825044790473518
Clutia_semperflorens,0.07760921212643
Clutia_myricoides,0.0773092167563016
Clutia_virgata,0.0817457352509642
Clutia_natalensis,0.0817457352509642
Clutia_sericea,0.0824784099786232
Clutia_kilimandscharica,0.0824784099786232
Clutia_pubescens,0.0814129770674966
Clutia_berteroana,0.0723096091284369
Clutia_hybrida,0.0723096091284369
Clutia_ericoides,0.0641308258434716
Clutia_patula,0.0774964414184097
Clutia_pentheriana,0.0804196803524589
Cluytia_aglacaefolia,0.0804196803524589
Clutia_polyadenia,0.082218305269229
Clutia_rubricaulis,0.082218305269229
Clutia_imbricata,0.0840161578912475
Clutia_brassii,0.0840161578912475
Clutia_ovalis,0.0830617988503469
Clutia_angustifolia,0.0818816965530708
Clutia_govaertsii,0.0817144236620133
Clutia_sp._DAV_B80.252/F1980.8371,0.0817144236620133
Clutia_swynnertonii,0.0813819198282496
Clutia_cordata,0.0813819198282496
Clutia_oblongifolia,0.0821760779076088
Clutia_rubicaulis,0.083212994935752
Clutia_disceptata,0.083212994935752
Clutia_affinis,0.0830402442501457
Clutia_africana,0.0830402442501457
Clutia_kamerunica,0.0818398141603893
Clutia_lanceolata,0.0798577436086746
Clutia_alpina,0.0813405470165241
Clutia_nana,0.0821027918158201
Clutia_paxii,0.0821027918158201
Clutia_jaubertiana,0.0796986297900811
Clutia_alaternoides,0.081257927463158
Clutia_augustifolia,0.081257927463158
Clutia_sessilifolia,0.0823139858171035
Clutia_monticola,0.0823139858171035
Clutia_punctata,0.0810931908476667
Clutia_sp._Abbott_2571,0.0807657133772243
Clutia_richardiana,0.0814756625011586
Clutia_squarrosa,0.0818353381866884
Clutia_benguelensis,0.0820163695095549
Clutia_tomentosa,0.0997461760372673
Clutia_pulchella,0.0997461760372673
Clutia_platyphylla,0.0821071858536997
Clutia_hirsuta,0.071854976169869
Clutia_heterophylla,0.0766793644604718
Clutia_polifolia,0.0766793644604718
Clutia_thunbergii,0.0715977434623538
Clutia_pterogona,0.0791075581658445
Clutia_timpermaniana,0.0806232722126449
Clutia_retusa,0.0814031209192119
Clutia_dregeana,0.0814031209192119
Clutia_laxa,0.0804610962909251
Clutia_impedita,0.0804610962909251
Clutia_katharinae,0.0787958906407399
Pera_oppositifolia,0.0660547173912532
Pera_membranacea,0.0679644314312667
Pera_colombiana,0.0679644314312667
Pera_furfuracea,0.067164999231465
Pera_longipes,0.0639407516006186
Pera_citriodora,0.0604576400700044
Pera_androgyna,0.0636355835724561
Pera_sp._Delprete_et_al._8665,0.0636355835724561
Pera_distichophylla,0.0602754345436692
Pera_benensis,0.0464108693540058
Pera_decipiens,0.0356443927698242
Pera_ekmanii,0.0545551850716691
Pera_anisotricha,0.0545551850716691
Pera_eiteniorum,0.0631957323047761
Pera_glaziovii,0.0661822092059813
Pera_microcarpa,0.0661822092059813
Pera_elliptica,0.0650146374798792
Pera_arborea,0.0629966762503557
Pera_barbellata,0.0629966762503557
Pera_polylepis,0.0596685174370346
Pera_glomerata,0.0596685174370346
Pera_rubra,0.0598023292993562
Pera_bumeliifolia,0.0598023292993562
Pera_orientensis,0.0628729017554554
Pera_manausensis,0.0628729017554554
Pera_glabrata,0.114567836964439
Pera_bicolor,0.114567836964439
Pera_heteranthera,0.0915774466557112
Pera_ovalifolia,0.0915774466557112
Pera_coccinea,0.0541856714052011
Pera_tomentosa,0.0625289065481063
Pera_glazioviana,0.0642445335163136
Pera_pallidifolia,0.0642445335163136
Pera_pulchrifolia,0.0623340226343029
Pera_aperta,0.0623340226343029
Pantadenia_chauvetiae,0.0234989408631529
Pantadenia_gervaisii,0.0234989408631529
Pantadenia_adenanthera,0.0197777573928799
Cladogynos_orientalis,0.0152814594248296
Argythammia_argyraea,0.0277169395293894
Argythammia_brandegei,0.0277169395293894
Argythammia_aphoroides,0.026240059369043
Argythammia_candicans,0.0284890591978964
Argythammia_stahlii,0.0284890591978964
Argythammia_californica,0.0276594418985006
Argythammia_clariana,0.0276212424909085
Argythammia_lanceolata,0.0276212424909085
Argythammia_simulans,0.0200426618111362
Fourneaua_obovata,0.0152697921893412
Dendrothrix_wurdackii,0.0237200254731432
Dendrothrix_multiglandulosa,0.0237200254731432
Dendrothrix_yutajensis,0.0200125789098068
Saragodra_glabra,0.0152054051963436
Cladogelonium_madagascariense,0.0176534945100943
Hevea_brasiliensis,0.0454154725046361
Micrandropsis_scleroxylon,0.0605139697335934
Micrandra_lopezii,0.101512485546137
Micrandra_glabra,0.114652767102911
Micrandra_gleasoniana,0.114652767102911
Micrandra_spruceana,0.12315303175049
Micrandra_crassipes,0.131583757345987
Micrandra_sprucei,0.131583757345987
Micrandra_siphonioides,0.128098800096597
Micrandra_minor,0.148163252640993
Micrandra_inundata,0.148163252640993
Micrandra_elata,0.122399339264754
Micrandra_australis,0.113675278213037
Micrandra_heterophylla,0.12128594034275
Micrandra_rossiana,0.12128594034275
Hevea_nitida,0.105299823508733
Hevea_microphylla,0.105299823508733
Hevea_huberiana,0.104748324504575
Hevea_brasiliensis_subsp._brasiliensis,0.108241610498776
Hevea_rigidifolia,0.108241610498776
Hevea_sp._Gillespie_4272,0.104474735666721
Hevea_pauciflora,0.104474735666721
Hevea_benthamiana,0.10780402744071
Hevea_peruviana,0.10780402744071
Hevea_camporum,0.103931823179022
Hevea_gracilis,0.0976763417456853
Hevea_guianensis,0.0976763417456853
Hevea_spruceana,0.0972016267799058
Hevea_hybr,0.0972016267799058
Manihot_tweediana,0.106979548847779
Manihot_inflata,0.106979548847779
Manihot_crassisepala,0.10818342706586
Manihot_tenella,0.109092303438783
Manihot_pringlei,0.109092303438783
Manihot_acuminatissima,0.10760139269492
Manihot_paviaephylla,0.10760139269492
Manihot_divergens,0.106128034156715
Manihot_condensata,0.106128034156715
Manihot_orbicularis,0.105567848743848
Manihot_nana,0.106597761777694
Manihot_filamentosa,0.106597761777694
Manihot_tomentosa,0.105987431185252
Manihot_ulema,0.105987431185252
Manihot_breviloba,0.105428725197412
Manihot_hassleriana,0.105428725197412
Manihot_tripartita,0.102768342431724
Manihot_gabrielensis,0.102768342431724
Manihot_reniformis,0.107928014075005
Manihot_guyanensis,0.108962289953793
Manihot_maguireiana,0.108962289953793
Manihot_pohliana,0.105917269314672
Manihot_attenuata,0.103165924596708
Manihot_populifolia,0.108445320247527
Manihot_dichotoma,0.165227191026927
Manihot_compositifolia,0.165227191026927
Manihot_salicifolia,0.177095329610183
Manihot_gracilis,0.188673579791137
Manihot_quinquepartita,0.198997388503472
Manihot_brachyandra,0.231352240883999
Manihot_maracasensis,0.231352240883999
Manihot_leptophylla,0.197805103267791
Manihot_brachyloba,0.22657107021902
Manihot_baccata,0.22657107021902
Manihot_glaziovii,0.190309432401849
Manihot_guaranitica,0.206565812145778
Manihot_epruinosa,0.224885891953869
Manihot_carthagenensis,0.224885891953869
Manihot_pseudoglaziovii,0.171078361496244
Manihot_rubricaulis,0.185859279913599
Manihot_aesculifolia,0.185859279913599
Manihot_angustiloba,0.180188420458628
Manihot_oaxacana,0.185058742250006
Manihot_caudata,0.185058742250006
Manihot_chlorosticta,0.191501750529956
Manihot_tomatophylla,0.228243374216772
Manihot_michaelis,0.228243374216772
Manihot_subspicata,0.164413826667742
Manihot_grahamii,0.16945479039832
Manihot_hunzikeriana,0.16945479039832
Manihot_violacea,0.151520796955453
Manihot_zehntneri,0.179099927268767
Manihot_pilosa,0.179099927268767
Manihot_pentaphylla,0.160315007766523
Manihot_esculenta,0.213137449359751
Manihot_esculenta_subsp._esculenta,0.213137449359751
Manihot_pruinosa,0.198026986891577
Manihot_pusilla,0.220369604985915
Manihot_esculenta_subsp._flabellifolia,0.274571905068599
Manihot_surinamensis,0.274571905068599
Manihot_flemingiana,0.233687478110371
Manihot_esculenta_subsp._peruviana,0.200612378374908
Manihot_sparsifolia,0.226928613923085
Manihot_tristis,0.226928613923085
Manihot_purpureocostata,0.181445998956027
Manihot_triphylla,0.181445998956027
Manihot_anomala,0.149573343900286
Manihot_irwinii,0.124943900172381
Manihot_alutacea,0.151177875940389
Manihot_cecropiifolia,0.151177875940389
Manihot_fruticulosa,0.106918309503867
Manihot_veadeirensis,0.108779743620391
Manihot_divergen,0.108779743620391
Manihot_longiracemosa,0.109096302402857
Manihot_stricta,0.109096302402857
Manihot_auriculata,0.108191292567021
Manihot_obovata,0.107899448048231
Manihot_paviaefolia,0.108357464979916
Manihot_arenaria,0.108357464979916
Manihot_caerulescens,0.10699493277877
Manihot_peltata,0.104533284311329
Manihot_janiphoides,0.106567351530766
Manihot_mirabilis,0.106567351530766
Manihot_falcata,0.105508214512067
Manihot_paviifolia,0.109806240823293
Manihot_sagittatopartita,0.112622562996615
Manihot_pohlii,0.112622562996615
Manihot_mattogrossenis,0.111496494090728
Manihot_heptaphylla,0.110518672683302
Manihot_triloba,0.109206662171
Manihot_hilariana,0.109206662171
Manihot_stipularis,0.107824128446352
Manihot_reptans,0.108319471575583
Manihot_weddelliana,0.108319471575583
Manihot_sp._Allem_4581,0.108761257648949
Manihot_quinqueloba,0.108761257648949
Manihot_stellata,0.10817300603992
Manihot_crotalariiformis,0.10817300603992
Manihot_vilacea,0.106959170000007
Manihot_nogueirae,0.106959170000007
Manihot_websteri,0.105997497304463
Manihot_appanii,0.105997497304463
Manihot_fortalezensis,0.107663481184899
Manihot_cleomaefolia,0.10823834808214
Manihot_palmata,0.108528089810562
Manihot_corymbiflora,0.108528089810562
Manihot_rhomboidea,0.107087013153608
Manihot_angustifolia,0.107087013153608
Manihot_davisiae,0.106801087915947
Manihot_membranacea,0.106801087915947
Manihot_kalungae,0.106936205777493
Manihot_marajoara,0.107290906613501
Manihot_saxatilis,0.107290906613501
Manihot_quinquefolia,0.106233793679029
Manihot_oligantha,0.104125114055646
Manihot_handroana,0.104125114055646
Manihot_guananitica,0.103585819790634
Manihot_mobilis,0.103585819790634
Manihot_anisophylla,0.105882223202327
Manihot_diamantinensis,0.105882223202327
Manihot_jolyana,0.107043488193879
Manihot_multifida,0.107043488193879
Manihot_bellidifolia,0.10647362279465
Manihot_toledi,0.10647362279465
Manihot_variifolia,0.102570698294615
Manihot_catingae,0.102570698294615
Manihot_mcvaughii,0.106829075252837
Manihot_walkerae,0.107815046365564
Manihot_longipetiolata,0.107815046365564
Manihot_mossamedensis,0.106261484446914
Manihot_xavantinensis,0.106950233040509
Manihot_sp._HAS-002,0.106950233040509
Manihot_fabianae,0.104362825110254
Manihot_jacobinensis,0.105421317520012
Manihot_tweedieana,0.105421317520012
Manihot_procumbens,0.101787665896953
Manihot_neusana,0.101787665896953
Manihot_foetida,0.0821813475992676
Cnidoscolus_cervii,0.140354865065754
Cnidoscolus_jaenensis,0.141817650286392
Cnidoscolus_souzae,0.141817650286392
Cnidoscolus_orientensis,0.139376754785195
Cnidoscolus_ceballosii,0.139376754785195
Cnidoscolus_rangel,0.136578889950061
Cnidoscolus_pavonianus,0.136578889950061
Cnidoscolus_kunthianus,0.128971605278227
Cnidoscolus_byssinus,0.128145250345932
Cnidoscolus_albidus,0.128145250345932
Cnidoscolus_hypoleucus,0.13239365549577
Cnidoscolus_cajamarcensis,0.134852205771474
Cnidoscolus_pteroneurus,0.134852205771474
Cnidoscolus_aculeatissimus,0.127736031203513
Cnidoscolus_pyrophorus,0.134173695068854
Cnidoscolus_angustidens,0.135769535556635
Cnidoscolus_aconitifolius,0.136581776468198
Cnidoscolus_megacanthus,0.136581776468198
Cnidoscolus_graminifolius,0.135310260276789
Cnidoscolus_spathulatus,0.137817545256199
Cnidoscolus_leuconeurus,0.137817545256199
Cnidoscolus_maculatus,0.136874360835257
Cnidoscolus_egregius,0.136874360835257
Cnidoscolus_matosii,0.135885794348613
Cnidoscolus_shrevei,0.139606659125761
Cnidoscolus_quercifolius,0.139606659125761
Cnidoscolus_loasoides,0.137966338739374
Cnidoscolus_tehuacanensis,0.141485540103999
Cnidoscolus_ulei,0.141485540103999
Cnidoscolus_diacanthus,0.139705765014895
Cnidoscolus_texanus,0.138160054354778
Cnidoscolus_basiacanthus,0.137021123601709
Cnidoscolus_oligandrus,0.136175401297231
Cnidoscolus_maracayensis,0.136175401297231
Cnidoscolus_guatimalensis,0.135254484611271
Cnidoscolus_liesneri,0.135254484611271
Cnidoscolus_urens_var._stimulosus,0.132836953204865
Cnidoscolus_aurelii,0.132836953204865
Cnidoscolus_adenoblepharus,0.130238314675089
Cnidoscolus_appendiculatus,0.132284195569421
Cnidoscolus_rupestris,0.134795401217781
Cnidoscolus_rotundifolius,0.134795401217781
Cnidoscolus_albomaculatus,0.131414989262404
Cnidoscolus_palmeri,0.131414989262404
Cnidoscolus_sellowianus,0.130984655584724
Cnidoscolus_bellator,0.130984655584724
Cnidoscolus_inaequalis,0.135053280821769
Cnidoscolus_bahianus,0.135053280821769
Cnidoscolus_beckii,0.132781833410518
Cnidoscolus_magni-gerdtii,0.131906096742344
Cnidoscolus_elasticus,0.131906096742344
Cnidoscolus_longipes,0.119696402871462
Cnidoscolus_regina,0.12553123766593
Cnidoscolus_autlanensis,0.12553123766593
Cnidoscolus_urentissimus,0.138427151495798
Cnidoscolus_monicanus,0.138427151495798
Cnidoscolus_pubescens,0.137475633478672
Cnidoscolus_spinosus,0.137475633478672
Cnidoscolus_adenochlamys,0.137004763063877
Cnidoscolus_fimbriatus,0.137004763063877
Cnidoscolus_obtusifolius,0.136072633120867
Cnidoscolus_tepiquensis,0.136072633120867
Cnidoscolus_infestus,0.127430827924537
Cnidoscolus_liebmannii,0.120236096430388
Cnidoscolus_calyptrodontus,0.133977080382126
Cnidoscolus_longibracteatus,0.135668802875001
Cnidoscolus_rostratus,0.135668802875001
Cnidoscolus_aequatoriensis,0.133085559646007
Cnidoscolus_paucistamineus,0.135835323006671
Cnidoscolus_piranii,0.135835323006671
Cnidoscolus_calcareus,0.136150053247043
Cnidoscolus_rzedowskii,0.136150053247043
Cnidoscolus_albibracteatus,0.134918984812584
Cnidoscolus_urnigerus,0.129868324606075
Cnidoscolus_monsanto,0.131770305284246
Cnidoscolus_hypokerinus,0.131770305284246
Cnidoscolus_minarum,0.134868290769492
Cnidoscolus_serrulatus,0.134868290769492
Cnidoscolus_conicus,0.133964909848773
Cnidoscolus_sinaloensis,0.133964909848773
Cnidoscolus_hamosus,0.131553619526667
Cnidoscolus_multilobus,0.132632304247655
Cnidoscolus_mitis,0.132632304247655
Cnidoscolus_vitifolius,0.125432826803476
Cnidoscolus_calyptratus,0.136566242150244
Cnidoscolus_acrandrus,0.136566242150244
Cnidoscolus_subinteger,0.13392101055089
Cnidoscolus_lombardii,0.130610418943513
Cnidoscolus_populifolius,0.126025617407517
Cnidoscolus_froesii,0.125236467252147
Cnidoscolus_tridentifer,0.125236467252147
Cnidoscolus_tubulosus,0.118455764096064
Cnidoscolus_napaefolius,0.124071100280605
Cnidoscolus_halteris,0.124071100280605
Elateriospermum_tapos,0.0261393978508669
Trigonostemon_verticillatus,0.0797663520456146
Trigonostemon_albiflorus,0.0797663520456146
Trigonostemon_angustifolius,0.0767112485001188
Trigonostemon_rubescens,0.0792919895889186
Trigonostemon_kerrii,0.0792919895889186
Trigonostemon_hartleyi,0.0764181419462808
Trigonostemon_merrillii,0.0715079211340355
Trigonostemon_fragilis,0.0715079211340355
Trigonostemon_longipes,0.0810776996075829
Trigonostemon_howii,0.0810776996075829
Trigonostemon_laetus,0.0828228671625756
Trigonostemon_cherrieri,0.0832941462881805
Trigonostemon_elmeri,0.0832941462881805
Trigonostemon_beccarii,0.082481300273777
Trigonostemon_sandakanensis,0.0827770331152602
Trigonostemon_oblanceolatus,0.0827770331152602
Trigonostemon_flavidus,0.0807503469887647
Trigonostemon_longipedunculatus,0.0827800166730467
Trigonostemon_nigrifolius,0.0832724709463781
Trigonostemon_filiformis,0.0832724709463781
Trigonostemon_diffusus,0.0818123774418634
Trigonostemon_laxiflorus,0.0822692479443085
Trigonostemon_ovatifolius,0.0822692479443085
Trigonostemon_stenophyllus,0.0824996020534313
Trigonostemon_aurantiacus,0.0824996020534313
Trigonostemon_dipteranthus,0.0819322228265911
Trigonostemon_salicifolius,0.0813134439791196
Trigonostemon_villosus,0.0813134439791196
Trigonostemon_sunirmalii,0.0802642445687857
Trigonostemon_hybridus,0.0836097115801753
Trigonostemon_diplopetalus,0.0836097115801753
Trigonostemon_semperflorens,0.0827586080513144
Trigonostemon_quocensis,0.0824175698831892
Trigonostemon_viridissimus,0.0827449266486978
Trigonostemon_cochinchinensis,0.0829095821504367
Trigonostemon_longifolius,0.0829095821504367
Trigonostemon_wenzelii,0.0805065620081261
Trigonostemon_apetalogyne,0.0801837959212073
Trigonostemon_capillipes,0.0801837959212073
Trigonostemon_chinensis,0.0811896600252668
Trigonostemon_ionthocarpus,0.0811896600252668
Trigonostemon_bonianus,0.0832394922010977
Trigonostemon_verrucosus,0.0832394922010977
Trigonostemon_thyrsoideus,0.0783983872487507
Trigonostemon_nemoralis,0.0804660742144181
Trigonostemon_thorelii,0.0804660742144181
Trigonostemon_inopinatus,0.0801436320422319
Trigonostemon_malaccanus,0.0801436320422319
Trigonostemon_laoticus,0.0783216336267129
Trigonostemon_stellaris,0.0783216336267129
Trigonostemon_sinclairii,0.0781685763617397
Trigonostemon_wetriifolius,0.0795855330952085
Trigonostemon_adenocalyx,0.0803134514681832
Trigonostemon_pentandrus,0.0811964996715196
Trigonostemon_pierrei,0.0811964996715196
Trigonostemon_reidioides,0.0806824269507206
Trigonostemon_lanceolatus,0.0794275010947823
Trigonostemon_whiteanus,0.0809682331688821
Trigonostemon_phyllocalyx,0.0809682331688821
Trigonostemon_sp._KYUM-2014,0.080232904199963
Trigonostemon_pachyphyllus,0.0808863678402387
Trigonostemon_tuberculatus,0.0808863678402387
Trigonostemon_elegantissimus,0.080560555304749
Trigonostemon_philippinensis,0.0812594967184012
Trigonostemon_voratus,0.0812594967184012
Trigonostemon_sanguineus,0.0808069260734533
Trigonostemon_eberhardtii,0.0803986313450764
Trigonostemon_croceus,0.0803986313450764
Trigonostemon_matangensis,0.0800767283768719
Trigonostemon_villosis,0.0800767283768719
Trigonostemon_murtonii,0.071316682096078
Trigonostemon_laevigatus,0.0786875580760807
Trigonostemon_detritiferus,0.0786875580760807
Trigonostemon_matanginsu,0.0758745613525728
Trigonostemon_capitellatus,0.0757309101129315
Trigonostemon_hirsutus,0.0757309101129315
Trigonostemon_poilanei,0.079893516550319
Trigonostemon_praetervisus,0.079893516550319
Trigonostemon_carnosulus,0.0795756376740434
Trigonostemon_everettii,0.0795756376740434
Trigonostemon_serratus,0.0794176449305953
Trigonostemon_sp._FU-V1345,0.0794176449305953
Trigonostemon_rufescens,0.0791035341113548
Trigonostemon_magnificus,0.0791035341113548
Trigonostemon_gaudichaudii,0.070937256364012
Trigonostemon_polyanthus,0.0753741505491766
Trigonostemon_xyphophylloides,0.0753741505491766
Trigonostemon_birmanicus,0.0634654747558296
Sagotia_racemosa,0.0476418463827397
Ophellantha_steyermarkii,0.0754391865093877
Ophellantha_spinosa,0.0754391865093877
Pausandra_hirsuta,0.108135403296207
Pausandra_martini,0.110097576402145
Pausandra_morisiana,0.110097576402145
Pausandra_fordii,0.104413656192085
Pausandra_macropetala,0.0986529572055968
Pausandra_martinii,0.0981687254520494
Pausandra_macrostachya,0.0981687254520494
Pausandra_trianae,0.0892454887957241
Pausandra_megalophylla,0.0892454887957241
Dodecastigma_amazonicum,0.0896455116710956
Dodecastigma_uleanum,0.0896455116710956
Dodecastigma_integrifolium,0.0763821892610099
Baliospermum_calycinum,0.204188239908293
Baliospermum_angustifolium,0.204188239908293
Baliospermum_bilobatum,0.202124665919485
Baliospermum_yui,0.202124665919485
Baliospermum_montanum,0.104387611911645
Strophioblachia_fimbricalyx,0.0812009068953791
Blachia_thorelii,0.119187560168681
Blachia_siamensis,0.119187560168681
Blachia_pentzii,0.129127151124482
Blachia_cotoneaster,0.139422758605598
Blachia_calycina,0.141634010074776
Blachia_jatrophifolia,0.141634010074776
Blachia_longzhouensis,0.1352011217413
Blachia_umbellata,0.139180197517084
Blachia_andamanica,0.139180197517084
Blachia_yaihsienensis,0.13474567757236
Blachia_poilanei,0.12829880814506
Codiaeum_montanum,0.147023281482458
Codiaeum_affine,0.147023281482458
Codiaeum_bractiferum,0.136170273527361
Codiaeum_macgregorii,0.120077534839506
Codiaeum_ludovicianum,0.145155917788471
Codiaeum_peltatum,0.145155917788471
Codiaeum_tenerifolium,0.154932067573871
Codiaeum_membranaceum,0.154932067573871
Codiaeum_trichocalyx,0.150390810882558
Codiaeum_variegatum,0.144109996845739
Codiaeum_finisterrae,0.133891272133689
Codiaeum_megalanthum,0.156155663492039
Codiaeum_hirsutum,0.156155663492039
Codiaeum_luzonicum,0.152713916064818
Codiaeum_palawanense,0.151556675394555
Codiaeum_oligogynum,0.151556675394555
Codiaeum_stellingianum,0.147343924689564
Codiaeum_ciliatum,0.147343924689564
Ostodes_paniculata,0.0883981294292209
Ostodes_katharinae,0.0883981294292209
Hylandia_dockrillii,0.0542562516237784
Fontainea_venosa,0.0646207713686314
Baloghia_buchholzii,0.101773887333916
Baloghia_brongniartii,0.112771310946119
Baloghia_anisomera,0.112771310946119
Baloghia_balansae,0.11245427055831
Baloghia_bureavii,0.119034811832573
Baloghia_inophylla,0.127457476183365
Baloghia_alternifolia,0.128575541385129
Baloghia_drimiflora,0.128575541385129
Baloghia_montana,0.12665034948819
Baloghia_neocaledonica,0.12665034948819
Baloghia_deplanchei,0.122622594860421
Baloghia_marmorata,0.111825507763045
Baloghia_parviflora,0.11798151874134
Baloghia_pininsularis,0.121320885206873
Baloghia_pulchella,0.121320885206873
Garcia_nutans,0.0639658367276374
Reutealis_trisperma,0.0727738265482379
Vernicia_cordata,0.0992726636970703
Vernicia_pseudomargarettiae,0.121369566784258
Vernicia_anxius,0.146760528642623
Vernicia_fordii,0.146760528642623
Vernicia_montana,0.136568861226809
Aleurites_moluccanus,0.0613443884724159
Manniophyton_africanum,0.0613443884724159
Sandwithia_guyanensis,0.0603721567393545
Tannodia_tenuifolia,0.124773967963012
Tannodia_cordifolia,0.124773967963012
Domohinea_perrieri,0.0964848773054046
Karima_scarciesii,0.0730114784712768
Neoboutonia_musculiformis,0.10826482433182
Neoboutonia_melleri,0.10826482433182
